College Code,College Name,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
2722,Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,COMPUTER SCIENCE AND ENGINEERING,184.5,179.5,176,173.5,141,131.5,148.76
2723,Velalar College of Engineering and Technology (Autonomous) Thindal Post Erode District 638012,COMPUTER SCIENCE AND ENGINEERING,167,154.5,141.5,153,***,---,
2725,Sri Ramakrishna Institute of Technology (Autonomous) Pachapalayam Coimbatore District 641010,COMPUTER SCIENCE AND ENGINEERING,163.5,155.5,150,149,108.5,---,131.5
2726,SNS College of Technology (Autonomous) Kalappatti Post Coimbatore District 641035,COMPUTER SCIENCE AND ENGINEERING,165.5,156,155,151,108,120,
2727,Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,COMPUTER SCIENCE AND ENGINEERING,166.5,157,156,147,***,---,
2729,Nehru Institute of Engineering and Technology Thirumalayampalayam Post Coimbatore District 641105,COMPUTER SCIENCE AND ENGINEERING,161,147.5,150,142,139.5,115,123.5
2731,R V S College of Engineering and Technology Kannampalayam Sulur Coimbatore District 641402,COMPUTER SCIENCE AND ENGINEERING,176.5,146,128.5,145.5,122.5,107,
2732,Info Institute of Engineering Sarkar Samakulam Coimbatore District 641107,COMPUTER SCIENCE AND ENGINEERING,130,96.5,,99.5,***,,
2733,Angel College of Engineering and Technology P.K.Palayam Ugayanur Village Tirupur District 641 665,COMPUTER SCIENCE AND ENGINEERING,***,***,,***,,---,
2734,SNS College of Engineering (Autonomous) Sathy Main Road Kurumbapalayam Post Coimbatore District 641107,COMPUTER SCIENCE AND ENGINEERING,161.5,152.5,155.5,147.5,106,---,
2735,Karpagam Institute of Technology Seerapalayam Village L&T By pass Road Coimbatore District 641021,COMPUTER SCIENCE AND ENGINEERING,172,166,170.5,157,130,130,154
2736,Dr. N G P Institute of Technology (Autonomous) Kalapatti Road Coimbatore District 641035,COMPUTER SCIENCE AND ENGINEERING,172,165.5,145.5,154.5,103.5,---,117.5
2737,Sri Sai Ranganathan Engineering College Zahirnaickenpalayam Village Viraliyur Post Thondamuthur Via Coimbatore District 641109,COMPUTER SCIENCE AND ENGINEERING,125.5,***,,***,***,,102.5
2739,Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,COMPUTER SCIENCE AND ENGINEERING,186,179.5,178.5,178,150.5,127.5,169
2740,Hindusthan Institute of Technology (Autonomous) Othakkalmandapam Coimbatore District 641032,COMPUTER SCIENCE AND ENGINEERING,157,149.5,142,145.5,94.5,---,
2741,P A College of Engineering and Technology (Autonomous) Palladam Road Pollachi Coimbatore District 642002,COMPUTER SCIENCE AND ENGINEERING,151.5,136,111.5,123.5,95.5,130.5,
2743,Dhanalakshmi Srinivasan College of Engineering (CBE) NH47 Palakkad Main Road Navakkarai Post Near Nandhi Temple Coimbatore District 641105,COMPUTER SCIENCE AND ENGINEERING,141.5,136,131.5,130.5,***,90,103.5
2744,Adithya Institute of Technology Kurumbapalayam Village Coimbatore District 641107,COMPUTER SCIENCE AND ENGINEERING,147,140,127.5,139,***,,
2745,Kathir College of Engineering Neelambur Avinashi Road Coimbatore District 641062,COMPUTER SCIENCE AND ENGINEERING,140.5,123,112,122.5,104,119.5,
2747,Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai K Mettupalayam Post Gobichettipalayam Erode District 638455,COMPUTER SCIENCE AND ENGINEERING,126.5,95.5,***,111,***,---,
2748,Surya Engineering College Mettukadai Kathirampatti Post Erode District 638107,COMPUTER SCIENCE AND ENGINEERING,117.5,***,103.5,***,***,---,
2749,Easa College of Engineering and Technology NH-47 Coimbatore-Palakkad Main Road Navakarai Post Coimbatore District 641105,COMPUTER SCIENCE AND ENGINEERING,128,108,102.5,92.5,***,---,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous) Kannampalayam Coimbatore District 641402,COMPUTER SCIENCE AND ENGINEERING,163,154,136.5,151,134,146,
2751,KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti Coimbatore District 641035,COMPUTER SCIENCE AND ENGINEERING,174.5,165.5,166,151.5,113.5,103.5,
2752,Nandha College of Technology Pitchandampalayam Post Erode District 638052,COMPUTER SCIENCE AND ENGINEERING,142,127.5,***,125.5,***,108.5,
2753,PPG Institute of Technology Vilankurichi Village Coimbatore District 641035,COMPUTER SCIENCE AND ENGINEERING,134.5,***,***,97.5,***,---,
2755,Nehru Institute of Technology (Autonomous) Thirumalayampalayam Post Coimbatore District 641105,COMPUTER SCIENCE AND ENGINEERING,153.5,143,151,142,108,89,
2758,J K K Munirajah College of Technology T N Palayam Gobi Taluk Erode District 638506,COMPUTER SCIENCE AND ENGINEERING,110.5,***,,91,,95,
2761,United Institute of Technology Gadalore Village Perianaickenpalayam Coimbatore District 641020,COMPUTER SCIENCE AND ENGINEERING,134,110.5,122.5,106,***,98,130.5
2762,Jansons Institute of Technology Karumathampatty Somaur Coimbatore District 641659,COMPUTER SCIENCE AND ENGINEERING,141,126,,108.5,***,,
2763,Akshaya College of Engineering and Technology Kinathukadavu Coimbatore District 642109,COMPUTER SCIENCE AND ENGINEERING,142,125.5,***,123,***,,
2764,K P R Institute of Engineering and Technology (Autonomous) Kollupalayam Village Arasur Panchayat Coimbatore District 641407,COMPUTER SCIENCE AND ENGINEERING,188,182.5,175,177.065,149.5,158,156.5
2767,SRG Engineering College Aniyapuram Post Namakkal District 637017,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
2768,Park College of Technology Prema Ravi Nagar Karumathampatti Coimbatore - 641 659,COMPUTER SCIENCE AND ENGINEERING,104.5,***,,***,,,
2769,J C T College of Engineering and Technology Pichanur Coimbatore District 641105,COMPUTER SCIENCE AND ENGINEERING,136.5,121.5,111,100,***,,
2770,Studyworld College of Engineering Madukarai Post Coimbatore - 641 105.,COMPUTER SCIENCE AND ENGINEERING,112.5,***,***,***,***,,
2772,C M S College of Engineering and Technology Appachigoundenpathy Kumittipathi Post Coimbatore District 641032,COMPUTER SCIENCE AND ENGINEERING,115.5,***,,,***,108,
2776,R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,COMPUTER SCIENCE AND ENGINEERING,148,139,125,134,115,98,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,COMPUTER SCIENCE AND ENGINEERING,179,169.5,173,165.5,152.5,130,115.5
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,COMPUTER SCIENCE AND ENGINEERING,151.5,132,140,139.5,126,---,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,COMPUTER SCIENCE AND ENGINEERING,149.5,131,126.5,133.5,118,,
3019,"University College of Engineering Panruti
Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106",COMPUTER SCIENCE AND ENGINEERING,157,131,134,145.5,130,128,111
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,COMPUTER SCIENCE AND ENGINEERING,159,142.5,146.5,140.5,123.5,,112
3403,Mahalakshmi Engineering College Trichy-Salem Highways (Near No.1 Tollgate) Melpathu Siruganbur Post Tiruchirappalli District 621213,COMPUTER SCIENCE AND ENGINEERING,,,,,,,
3410,Krishnasamy College of Engineering and Technology S Kumarapuram Cuddalore District 607109,COMPUTER SCIENCE AND ENGINEERING,147,121.5,128.5,134,118.5,100.5,
3425,C K College of Engineering and Technology Chellangkuppam Cuddalore District 607003,COMPUTER SCIENCE AND ENGINEERING,152.5,125,147.35,140,131,85,
3454,Sri Ramakrishna College of Engineering Sri Saradha Nagar NH-45 Perambalur District 621113,COMPUTER SCIENCE AND ENGINEERING,131.5,***,110,***,***,,
3456,K S K College of Engineering and Technology Thanjavur Main Road Darasuram Kumbakonam Thanjavur District 612702,COMPUTER SCIENCE AND ENGINEERING,110.5,***,***,***,***,,
3460,Surya College of Engineering Konalai Tiruchirappalli District 621132,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3461,Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College) Esanoor Keelaiyur Post Thirukkuvalai Taluk Nagapattinam District 611103,COMPUTER SCIENCE AND ENGINEERING,116,***,109,***,104.5,,
3462,Ariyalur Engineering College NH-227 Trichy-Chithambaram NH Karuppur-Senapathy Post Ariyalur District 621707,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,COMPUTER SCIENCE AND ENGINEERING,175,170,170,162.5,153,140.5,
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,COMPUTER SCIENCE AND ENGINEERING,183,170.5,180,174,163,119.5,156.5
3466,Nelliandavar Institute of Technology Nerunjikorai Village Pudhupalayam Ariyalur Taluk Ariyalur District 621704,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3701,K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,COMPUTER SCIENCE AND ENGINEERING,160.5,150.5,149,142.5,119.5,,
3760,Sir Issac Newton College of Engineering and Technology Anthanapeetai Post Papakoil Nagappattinam District 611102,COMPUTER SCIENCE AND ENGINEERING,117,***,,82,***,,
3766,Star Lion College of Engineering and Technology Manankorai Main Road Manankorai Village Thanjavur District 614206,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3782,OASYS Institute of Technology Pulivalam Village Musiri Taluk Tiruchirappalli District 621006,COMPUTER SCIENCE AND ENGINEERING,120.5,***,,***,***,---,
3786,M.A.M. School of Engineering Siruganur Tiruchirappalli District 621105,COMPUTER SCIENCE AND ENGINEERING,142.5,102.5,107,***,***,,
3795,SRM TRP Engineering College Irungalur Manachanallur Taluk Tiruchirappalli District 621105,COMPUTER SCIENCE AND ENGINEERING,161.5,149,147.5,141.6666667,119,108,
3801,A V C College of Engineering Mannampandal Post MayiladuthuraiDistrict 609305,COMPUTER SCIENCE AND ENGINEERING,156,143.5,140,140,86,,
3802,Shri Angalamman College of Engineering and Technology Siruganoor Tiruchirapalli-621 105,COMPUTER SCIENCE AND ENGINEERING,,,,,,,
3803,Anjalai Ammal Mahalingam Engineering College Kovilvenni Thiruvarur District 614403,COMPUTER SCIENCE AND ENGINEERING,169,158.5,161,142,137.5,,
3804,Arasu Engineering College Chennai Main Road Kumbakonam Thanjavur District 612501,COMPUTER SCIENCE AND ENGINEERING,142.5,118.5,106.5,125,***,,
3805,Dhanalakshmi Srinivasan Engineering College (Autonomous) Thuraiyur Road Perambalur District 621212,COMPUTER SCIENCE AND ENGINEERING,167,151.5,166,144.5,***,115,90.5
3806,E G S Pillay Engineering College (Autonomous) Nagapattinam District 611002,COMPUTER SCIENCE AND ENGINEERING,142,120.5,136.5,125.5,105,,
3807,J J College of Engineering and Technology Poolankulathupatti Post Thiruchirappalli District 620009,COMPUTER SCIENCE AND ENGINEERING,144,133,142,123.5,95.5,,
3808,Jayaram College of Engineering and Technology Karattampatti Pagalavadi Po Thuraivur Trichy-621014,COMPUTER SCIENCE AND ENGINEERING,,,,,,,
3809,Kurinji College of Engineering and Technology Manapparai Tiruchirappalli District 621307,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3810,M.A.M. College of Engineering Siruganur Tiruchirappalli District 621105,COMPUTER SCIENCE AND ENGINEERING,130,***,***,***,103.5,,97
3811,M I E T Engineering College Trichy-Pudukkottai Road Tiruchirappalli District 620007,COMPUTER SCIENCE AND ENGINEERING,122,***,***,***,***,---,
3812,Mookambigai College of Engineering Keeranur Pudukkottai District 622502,COMPUTER SCIENCE AND ENGINEERING,112.5,***,,***,***,,
3813,"Oxford Engineering College,Karumandapam,Pirattiyur,Trichy-620 009",COMPUTER SCIENCE AND ENGINEERING,106.5,,,,,,
3814,P R Engineering College Vallam Thanjavur District 613403,COMPUTER SCIENCE AND ENGINEERING,128.5,***,,***,***,,
3815,Pavendar Bharathidasan College of Engineering and Technology Pudukkottai Main Road Tiruchirappalli District 622515,COMPUTER SCIENCE AND ENGINEERING,128,***,,***,99.5,86.5,
3817,Roever Engineering College Elambalur Perambalur District 621212,COMPUTER SCIENCE AND ENGINEERING,142,***,***,124,***,,
3819,Saranathan College of Engineering Panjappur Tiruchirappalli District 620012,COMPUTER SCIENCE AND ENGINEERING,177,167.5,174,156,144.5,134.5,
3820,Trichy Engineering College Konalai Tiruchirappalli District 621132,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3821,A R J College of Engineering and Technology Mannargudi Taluk Thiruvarur District 614001,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3822,Dr.Navalar Nedunchezhiyan College of Engineering Raja Nagar Vaithiyanathapuram tholudur Cuddalore-606303,COMPUTER SCIENCE AND ENGINEERING,86,,,,,,
3825,St. Joseph's College of Engineering and Technology Elupatti Village Rawaspatti Post Thanjavur District 613403,COMPUTER SCIENCE AND ENGINEERING,131.5,102,114,***,***,,
3826,Kongunadu College of Engineering and Technology (Autonomous) Tholurpatti Thottiyam Tiruchirappalli District 621215,COMPUTER SCIENCE AND ENGINEERING,169,150.5,150.5,142.5,119,119,
3829,"M.A.M. College of Engineering and Technology
Trichy-Chennai Trunk Road Siruganur Tiruchirappalli District 621105",COMPUTER SCIENCE AND ENGINEERING,146,115,136,121,108,132,
3830,K Ramakrishnan College of Engineering (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,COMPUTER SCIENCE AND ENGINEERING,175,165,164,158,144.5,,163.5
3831,Indra Ganesan College of Engineering Madurai Main Road Manikandam Tiruchirappalli District 620012,COMPUTER SCIENCE AND ENGINEERING,118,***,,***,***,,
3833,Parisutham Institute of Technology and Science Ring Road Nanjikottai Thanjavur District 613006,COMPUTER SCIENCE AND ENGINEERING,132.5,110.5,126.5,***,***,,
3841,CARE College of Engineering Thayanoor Village Kuttappatti Srirangam Taluk Tiruchirappalli District 620009,COMPUTER SCIENCE AND ENGINEERING,146,135.5,140,130.5,***,112,
3843,M R K Institute of Technology Nattarmangalam Village Kattumannarkoil Cuddalore District 608306,COMPUTER SCIENCE AND ENGINEERING,141,***,***,131.5,***,,
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti Tiruchirappalli - 620009,COMPUTER SCIENCE AND ENGINEERING,127,***,***,***,***,,
3845,Imayam College of Engineering Kannanur Thuraiyur Tiruchirappalli District 621206,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3846,Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk Pudukkottai District 622102,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3848,Vandayar Engineering College Pulavarnatham Post Mariamman Koil (Via) Thanjavur District 613001,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3849,Annai College of Engineering and Technology Anakudi Road Kovilacheri Kumbakonam Thanjavur District 612503,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3850,Vetri Vinayaha College of Engineering and Technology Namakkal-Trichy Main Road Tholurpatti Village Thottiam Tiruchirappalli District 621215,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3852,Sri Bharathi Engineering College for Women Kaikkuruchi Village Alangudi Taluk Pudukkottai District 622303,COMPUTER SCIENCE AND ENGINEERING,125.5,***,121.5,***,***,,
3854,Mahath Amma Institute of Engineering and Technology (MIET) Ariyur Annavasal Road Illupur Taluk Pudukkottai District 622101,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3855,As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai Thiruvidaimaruthur Thanjavur District 612102,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3857,Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur Udayarpalayam Ariyalur District 621804,COMPUTER SCIENCE AND ENGINEERING,115.5,***,,***,,,
3859,Sembodai Rukmani Varatharajan Engineering College Sembodai Village Vedaraniam Nagappattinam District 614820,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3860,St. Anne's College of Engineering and Technology Anguchettypalayam Siruvathur Post Panruti Cuddalore District 607110,COMPUTER SCIENCE AND ENGINEERING,112,***,***,***,***,,
3905,Kings College of Engineering Punalkulam Pudukkottai District 613303,COMPUTER SCIENCE AND ENGINEERING,143,110.5,128,***,124.5,,
3908,Mount Zion College of Engineering and Technology Pilivalam Post Pudukkottai District 622507,COMPUTER SCIENCE AND ENGINEERING,153.5,133,141.5,105.5,***,,
3918,Shanmuganathan Engineering College Pillivalam Post Pudukkottai District 622507,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3920,Sudharsan Engineering College Sathiyamangalam Post Pudukkottai District 622501,COMPUTER SCIENCE AND ENGINEERING,126.5,***,,***,***,,
3923,M N S K College of Engineering Vallathirakkottai Post Pudukkottai District 622305,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
3926,Chendhuran College of Engineering and Technology Madurai Road Lenavilakku Pilivalam Post Pudukkottai - 622 507,COMPUTER SCIENCE AND ENGINEERING,113,***,,***,,,
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,COMPUTER SCIENCE AND ENGINEERING,180,169.5,166,167,155.5,92,
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam Kanyakumari District 629004,COMPUTER SCIENCE AND ENGINEERING,173.5,164.5,155.5,146,124,,
4669,Thamirabharani Engineering College Chathirampudukulam Village Thatchanallur Tirunelveli District 627358,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
4670,"Rohini College of Engineering & Technology
Anjugramam-Kanyakumari Main Road Palkulam Variyoor Post Kanyakumari District 629401",COMPUTER SCIENCE AND ENGINEERING,151.5,142.5,143.5,***,***,,
4672,Stella Mary's College of Engineering Arunthengan Vilai Azhikal Post Kanyakumari District 629202,COMPUTER SCIENCE AND ENGINEERING,146,128.5,***,116.5,***,,
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram Road Vallioor Tirunelveli District 627117,COMPUTER SCIENCE AND ENGINEERING,125.5,88.5,,***,***,,
4676,Renganayagi Varatharaj College of Engineering Salvarpatti Sivakasi Virudhunagar District 626128,COMPUTER SCIENCE AND ENGINEERING,132,101,,***,***,,
4677,Lourdes Mount College of Engineering and Technology Marthandam-Karungal Road Chundavilai Mullanganavilai Nattalam Post Kanyakumari District 629195,COMPUTER SCIENCE AND ENGINEERING,93.5,***,,,,,
4678,Ramco Institute of Technology North venganallur Village Krishnapuram Panchayat Rajapalayam Virudhunagar District 626117,COMPUTER SCIENCE AND ENGINEERING,172,161,161.5,142,***,---,
4680,AAA College of Engineering and Technology Kamarajar Educational Road Amathur Village Sivakasi Virudhunagar District 626005,COMPUTER SCIENCE AND ENGINEERING,155.5,138.5,113,***,132.5,---,
4686,Good Shepherd College of Engineering and Technology Maruthamparai Kanyakumari District 629101,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
4864,V V College of Engineering Arasoor Village Idaichivilai Post Santhakulam Taluk Thoothukudi District 628656,COMPUTER SCIENCE AND ENGINEERING,146,124,***,***,***,,
4917,Sethu Institute of Technology (Autonomous) Kariapatti Post Virudhunagar District 626115,COMPUTER SCIENCE AND ENGINEERING,156.5,147,151,135,***,126,
4927,Maria College of Engineering and Technology Attoor Puliyamoodu Junction Thiruvattar Post Kanyakumari District 629177,COMPUTER SCIENCE AND ENGINEERING,117.5,***,,***,***,,
4928,MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai Marthandam Kanyakumari District 629171,COMPUTER SCIENCE AND ENGINEERING,153.5,142.5,137.5,***,,,
4929,M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town Panchayat Thovalai Kanyakumari District 629304,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
4931,Grace College of Engineering Chandy Nagar Mullakkadu Thoothukudi District 628005,COMPUTER SCIENCE AND ENGINEERING,118,***,,***,***,,
4933,St. Mother Theresa Engineering College Vagaikulam Thoothukudi District 628102,COMPUTER SCIENCE AND ENGINEERING,126,***,***,***,***,---,
4934,Holy Cross Engineering College Vagaikulam Sri Mulakarai Srivaikuntam Thoothukudi District 628851,COMPUTER SCIENCE AND ENGINEERING,140,97.5,132,***,***,109.5,
4937,A.R College of Engineering and Technology A.R Nagar Kadayam-Alangulam Road Therkkumadathoor P.o Ambasamudram Taluk Tirunelveli-627423,COMPUTER SCIENCE AND ENGINEERING,,,,,,,
4938,Sivaji College of Engineering and Technology Manivilla Palulai Panchayat Vilavancode Kanyakumari District 629171,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
4941,Unnamalai Institute of Technology Ayyaneri Kovilpatti Thoothukudi District 628502,COMPUTER SCIENCE AND ENGINEERING,148.5,120,,112,107,136.5,
4943,Satyam College of Engineering and Technology Satyam Nagar Aralvoimozhi Kanyakumari-629301,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
4944,Arunachala College of Engineering for Women Thanka Gardens Manavilai Vellichanthai Nagercoil Kanyakumari District 629203,COMPUTER SCIENCE AND ENGINEERING,156,134.5,137.5,***,***,,
4946,D M I Engineering College Aralvaimozhi Village Thovalai Kanyakumari District 629301,COMPUTER SCIENCE AND ENGINEERING,126.5,***,***,***,***,,
4949,PSN Institute of Technology and Science Melathediyoor Tirunelveli-627 152,COMPUTER SCIENCE AND ENGINEERING,131,***,***,***,***,,
4952,C S I Institute of Technology Thovalai Kanyakumari District 629302,COMPUTER SCIENCE AND ENGINEERING,114,***,***,,***,,
4953,CAPE Institute of Technology Levingipuram Tirunelveli District 627114,COMPUTER SCIENCE AND ENGINEERING,128.5,104.5,,***,***,,
4954,Dr. Sivanthi Aditanar College of Engineering Tiruchendur Thoothukudi District 628215,COMPUTER SCIENCE AND ENGINEERING,166.5,158.5,153.5,120,***,,
4955,Francis Xavier Engineering College (Autonomous) Vannarpettai Tirunelveli District 627003,COMPUTER SCIENCE AND ENGINEERING,168.5,156.5,158.5,138,127.5,---,
4956,Jayamatha Engineering College Aralvaimozhi Kanyakumari District,COMPUTER SCIENCE AND ENGINEERING,137,***,,***,,,
4957,Jayaraj Annapackiam CSI College of Engineering Nazareth Thoothukudi District 628617,COMPUTER SCIENCE AND ENGINEERING,158,141.5,***,105.5,***,,
4959,Kamaraj College of Engineering and Technology (Autonomous) Virudhunagar District 626001,COMPUTER SCIENCE AND ENGINEERING,163,152,153.5,137.5,***,---,
4960,Mepco Schlenk Engineering College (Autonomous) Sivakasi Virudhunagar District 626005,COMPUTER SCIENCE AND ENGINEERING,185,178,178,163.5,143,---,
4961,"Nellai College of Engineering, Maruthakulam Post Tirunelveli District 627151",COMPUTER SCIENCE AND ENGINEERING,122.5,***,***,,***,,
4962,National Engineering College (Autonomous) Kovilpatti Thoothukudi District 628503,COMPUTER SCIENCE AND ENGINEERING,183.5,175,182,165.5,135.5,---,
4964,PSN College of Engineering and Technology (Autonomous) Melathediyoor Tirunelveli-627 152,COMPUTER SCIENCE AND ENGINEERING,143.5,127.5,91,104,119.5,,
4965,P S R Engineering College (Autonomous) Appayanaickenpatti Sevalpatty Virudhunagar District 626140,COMPUTER SCIENCE AND ENGINEERING,160,147,144.5,129,***,97,
4966,PET Engineering College Vallioor Post Tirunelveli District 627117,COMPUTER SCIENCE AND ENGINEERING,139,121.5,125.5,***,***,,
4967,S Veerasamy Chettiar College of Engineering and Technology Puliangudi Post Tenkasi District 627855,COMPUTER SCIENCE AND ENGINEERING,107,***,94.5,,,,
4968,Sardar Raja College of Engineering Alangulam Tenkasi District 627808,COMPUTER SCIENCE AND ENGINEERING,99.5,***,***,***,***,,
4969,SCAD College of Engineering and Technology Cheranmahadevi Tirunelveli District 627414,COMPUTER SCIENCE AND ENGINEERING,142,119,139.5,***,101.5,,
4970,Sree Sowdambika College of Engineering Aruppukkottai Taluk Virudhunagar District 626134,COMPUTER SCIENCE AND ENGINEERING,114,***,***,***,***,---,
4971,St. Xavier's Catholic College of Engineering (Autonomous) Chunkankadai Nagercoil Kanyakumari District 629807,COMPUTER SCIENCE AND ENGINEERING,181,170,175.5,140,***,,
4972,AMRITA College of Engineering and Technology Erachakulam Post Kanyakumari District 629902,COMPUTER SCIENCE AND ENGINEERING,160,141.5,130.5,***,***,,
4974,Government College of Engineering Tirunelveli District 627007,COMPUTER SCIENCE AND ENGINEERING,192,187.5,190,185.495,173.5,142.5,108
4975,Dr. G U Pope College of Engineering Sawyerpuram Thoothukudi District 628251,COMPUTER SCIENCE AND ENGINEERING,124.5,99,***,***,***,,
4976,Infant Jesus College of Engineering Thoothukudi Highway (NH7/A) Thoothukudi District 628851,COMPUTER SCIENCE AND ENGINEERING,124.5,***,,***,***,,
4977,Narayanaguru College of Engineering Manjalumoodu Kanyakumari District 629151,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
4978,Udaya School of Engineering Ammandivilai Post Kanyakumari District 629204,COMPUTER SCIENCE AND ENGINEERING,95.5,***,,***,,,
4979,Arul Tharum VPMM College of Engineering and Technology (Formerly V.P.Muthaiah Pillai Meenakshi Ammal Engineering College for Women) Krishnakoil Virudhunagar-626 190,COMPUTER SCIENCE AND ENGINEERING,119,***,***,***,***,103.5,
4980,Einstein College of Engineering Seethaparpanallur Tirunelveli District 627012,COMPUTER SCIENCE AND ENGINEERING,151,138.5,143.5,***,***,---,
4981,Ponjesly College of Engineering Vettornimadam Post Nagercoil Kanyakumari District 629003,COMPUTER SCIENCE AND ENGINEERING,158.5,149,140,107.5,***,,
4982,Vins Christian College of Engineering Chunkankadai Post Nagercoil Kanyakumari District 629807,COMPUTER SCIENCE AND ENGINEERING,101.5,***,,,,,
4983,Lord Jegannath College of Engineering and Technology Kumarapuram Thoppur Post Kanyakumari District 629402,COMPUTER SCIENCE AND ENGINEERING,94.5,***,***,,,,
4984,Marthandam College of Engineering & Technology Kuttakuzhi Veeyanoor Post Kanyakumari District 629177,COMPUTER SCIENCE AND ENGINEERING,107,***,,,,,
4986,"Noorul Islam College of Engineering and Technology, No.10/47, Haji Manzil Main Road, Thuckalay, Kanyakumari 629175",COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
4989,PSN Engineering College Melathediyoor Tirunelveli District 627152,COMPUTER SCIENCE AND ENGINEERING,125,***,119,***,***,,
4992,Bethlahem Institute of Engineering Karungal Kanyakumari District 629157,COMPUTER SCIENCE AND ENGINEERING,118.5,***,101.5,***,***,,
4993,Loyola Institute of Technology and Science Loyola Nagar P B No.2 Thovalai Kanyakumari District 629302,COMPUTER SCIENCE AND ENGINEERING,122,***,***,***,,,
4994,J P College of Engineering College Road Ayakudy Tenkasi Taluk Tenkasi District 627852,COMPUTER SCIENCE AND ENGINEERING,130,91,***,***,***,---,
4995,P.S.R.R College of Engineering Appayanaickenpatti Sevalpatti Virudhunagar District 626140,COMPUTER SCIENCE AND ENGINEERING,142.5,141.5,,130.5,***,117,
4996,Sri Vidya College of Engineering and Technology Sivakasi Main Road P Kumaralinapuram Virudhunagar District 626005,COMPUTER SCIENCE AND ENGINEERING,143.5,***,126.5,***,88.5,,
4998,Mahakavi Bharathiyar College of Engineering and Technology Vasudevanallur Tenkasi District 627758,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,
4999,Annai Vailankanni College of Engineering Pothaiyadi Salai Pottalkulam Azhagappapuram Kanyakumari District 629401,COMPUTER SCIENCE AND ENGINEERING,121.5,101.5,,***,***,,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,COMPUTER SCIENCE AND ENGINEERING,198,196.5,195,194,187,178.43,159.5
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,COMPUTER SCIENCE AND ENGINEERING,174,163,165.5,162,150,120.5,
